,label,score
158,Positive,0.679461240768433
159,Neutral,0.747640252113342
160,Neutral,0.915001034736633
161,Positive,0.981189131736755
162,Positive,0.974607646465302
163,Negative,0.765633702278137
164,Positive,0.967303991317749
165,Neutral,0.858817577362061
166,Positive,0.8584263920784
167,Positive,0.543092310428619
168,Neutral,0.563288450241089
169,Neutral,0.847626268863678
170,Neutral,0.791232407093048
171,Positive,0.670479536056519
172,Positive,0.957794547080994
173,Negative,0.538800656795502
174,Neutral,0.612332105636597
175,Positive,0.575188040733337
176,Neutral,0.625065505504608
177,Positive,0.978196918964386
178,Neutral,0.606381118297577
179,Neutral,0.60554313659668
180,Positive,0.919760048389435
181,Neutral,0.54444295167923
182,Neutral,0.550677716732025
183,Neutral,0.891245424747467
184,Positive,0.921638488769531
185,Positive,0.836963653564453
186,Neutral,0.649212896823883
187,Neutral,0.796075701713562
188,Positive,0.95095556974411
189,Negative,0.8585604429245
190,Neutral,0.52129054069519
191,Positive,0.76485812664032
192,Positive,0.520007431507111
193,Neutral,0.546517014503479
194,Positive,0.574515223503113
195,Positive,0.677116632461548
196,Neutral,0.519963443279266
197,Positive,0.900633811950684
198,Neutral,0.489551156759262
199,Positive,0.980650186538696
200,Neutral,0.84296178817749
201,Positive,0.988517642021179
202,Positive,0.641534984111786
203,Positive,0.622415959835053
204,Positive,0.91700404882431
205,Neutral,0.546497583389282
206,Neutral,0.934316456317902
207,Positive,0.981302917003632
208,Positive,0.963335633277893
209,Neutral,0.93041729927063
210,Positive,0.937839567661285
211,Neutral,0.755712449550629
212,Positive,0.876452922821045
213,Neutral,0.725926101207733
214,Positive,0.923122704029083
215,Positive,0.968587279319763
216,Neutral,0.918444156646729
217,Negative,0.452464312314987
218,Neutral,0.760389983654022
219,Positive,0.917687475681305
220,Neutral,0.648849129676819
221,Positive,0.546594619750977
222,Negative,0.498549580574036
223,Neutral,0.689439058303833
224,Positive,0.938996434211731
225,Neutral,0.549464702606201
226,Neutral,0.831952273845673
227,Positive,0.972784757614136
228,Neutral,0.888684749603272
229,Neutral,0.570695161819458
230,Positive,0.92956405878067
231,Positive,0.959808588027954
232,Neutral,0.798130571842194
233,Neutral,0.609971463680267
234,Neutral,0.544740498065949
235,Neutral,0.486713886260986
236,Neutral,0.743094503879547
237,Neutral,0.503221750259399
238,Positive,0.988080501556397
239,Neutral,0.821888387203217
240,Positive,0.961171090602875
241,Positive,0.558174610137939
242,Positive,0.601923644542694
243,Positive,0.9826540350914
244,Positive,0.647522747516632
245,Positive,0.863890290260315
246,Neutral,0.542840600013733
247,Positive,0.874899566173553
248,Positive,0.709046959877014
249,Neutral,0.850576460361481
250,Positive,0.701555192470551
251,Positive,0.953615665435791
252,Neutral,0.856744229793549
253,Neutral,0.903424382209778
254,Positive,0.960599064826965
255,Neutral,0.607866168022156
256,Neutral,0.643968284130096
257,Positive,0.904601335525513
258,Neutral,0.883080422878265
259,Positive,0.579791247844696
260,Neutral,0.809551656246185
261,Negative,0.621351420879364
262,Neutral,0.637884676456451
263,Positive,0.799587368965149
264,Neutral,0.847914516925812
265,Positive,0.972033560276032
266,Positive,0.918429672718048
267,Positive,0.968872904777527
268,Positive,0.826687514781952
269,Neutral,0.685990571975708
270,Neutral,0.776891350746155
271,Neutral,0.696673274040222
272,Positive,0.891051173210144
273,Positive,0.759871423244476
274,Neutral,0.855374932289124
275,Positive,0.682493627071381
276,Neutral,0.931607782840729
277,Positive,0.979371070861816
278,Positive,0.669103503227234
279,Neutral,0.758838534355164
280,) Happy Holidays!,Positive
281,Neutral,0.677022159099579
282,Negative,0.629130661487579
283,Neutral,0.643691003322601
284,Neutral,0.464304149150848
285,Neutral,0.765538990497589
286,Neutral,0.556205213069916
287,Positive,0.958439886569977
288,Neutral,0.673382163047791
289,Neutral,0.607334434986115
290,Positive,0.980394124984741
291,Positive,0.920962691307068
292,Neutral,0.718326151371002
293,Positive,0.578568756580353
294,Neutral,0.638942837715149
295,Positive,0.555588304996491
296,Neutral,0.504767417907715
297,Neutral,0.507805347442627
298,Positive,0.947031915187836
299,Positive,0.872803449630737
300,Positive,0.739766538143158
301,Neutral,0.905437409877777
302,Neutral,0.80165708065033
303,Neutral,0.641737282276154
304,Neutral,0.634810209274292
305,Positive,0.571743369102478
306,Neutral,0.50107353925705
307,Neutral,0.828630745410919
308,Positive,0.725084364414215
309,Positive,0.92755264043808
310,Positive,0.958527266979218
311,Positive,0.914075076580048
312,Negative,0.727459609508514
313,Neutral,0.909710884094238
314,Neutral,0.904493153095245
315,Neutral,0.690840244293213
316,Positive,0.954203367233276
317,Positive,0.843995094299316
318,Positive,0.989123284816742
319,Neutral,0.474825501441956
320,Positive,0.749388635158539
321,Neutral,0.42867848277092
322,Neutral,0.897453367710114
323,Positive,0.69924521446228
324,Positive,0.976705014705658
325,Positive,0.971060931682587
326,Positive,0.974225759506226
327,Neutral,0.471824109554291
328,Positive,0.509986281394959
329,Positive,0.551843523979187
330,Neutral,0.838057518005371
331,Positive,0.979326128959656
332,Negative,0.49026569724083
333,Neutral,0.769317328929901
334,Positive,0.849020779132843
335,Positive,0.915694355964661
336,Neutral,0.62302702665329
337,Neutral,0.517693042755127
338,Neutral,0.555193662643433
339,Neutral,0.849872767925262
340,Positive,0.843986332416534
341,Neutral,0.694384157657623
342,Negative,0.652188420295715
343,Neutral,0.638575434684753
344,Positive,0.872311294078827
345,Positive,0.975770235061646
346,Positive,0.933489263057709
347,Positive,0.726093411445618
348,Positive,0.955650448799133
349,Neutral,0.8100825548172
350,Positive,0.815658986568451
351,Neutral,0.605065286159515
352,Neutral,0.643618881702423
353,Positive,0.886334657669067
354,Negative,0.523094773292542
355,Positive,0.97060614824295
356,Neutral,0.47600382566452
357,Positive,0.553076028823853
358,Neutral,0.582163035869598
359,Positive,0.944921016693115
360,Positive,0.697199821472168
361,Neutral,0.710379838943481
362,Positive,0.759360194206238
363,Neutral,0.549592733383179
364,Negative,0.518992602825165
365,Positive,0.975260317325592
366,Positive,0.920716047286987
367,Positive,0.742057085037231
368,Neutral,0.683578193187714
369,Positive,0.733556866645813
370,Neutral,0.531691014766693
371,Positive,0.978464484214783
372,Positive,0.976129710674286
373,Positive,0.817697703838348
374,Neutral,0.480345517396927
375,Neutral,0.624163925647736
376,Neutral,0.648043513298035
377,Positive,0.761398553848267
378,Neutral,0.875513851642609
379,Neutral,0.770494818687439
380,Positive,0.907487750053406
381,Positive,0.979117095470428
382,Neutral,0.868082106113434
383,Negative,0.602800130844116
384,Positive,0.635169267654419
385,Neutral,0.846366107463837
386,Neutral,0.874645709991455
387,Neutral,0.576240301132202
388,Positive,0.701603174209595
389,Positive,0.83036470413208
390,Positive,0.923594415187836
391,Neutral,0.61945253610611
392,Neutral,0.791084349155426
393,Neutral,0.492807179689407
394,Positive,0.88028085231781
395,Positive,0.62638396024704
396,Positive,0.640399754047394
397,Positive,0.864551663398743
398,Positive,0.835851967334747
399,Positive,0.679429531097412
400,Positive,0.985838234424591
401,Positive,0.555307924747467
402,Neutral,0.597970724105835
403,Neutral,0.497224390506744
404,Positive,0.714632630348206
405,Neutral,0.498703986406326
406,Neutral,0.612707495689392
407,Positive,0.66572105884552
408,Positive,0.466963648796082
409,Neutral,0.791594803333283
410,Positive,0.60785311460495
411,Positive,0.752081155776978
412,Neutral,0.923130333423615
413,Positive,0.900316894054413
414,Neutral,0.541230738162994
415,Neutral,0.496419668197632
416,Positive,0.62244313955307
417,Positive,0.878399193286896
418,Neutral,0.632149994373322
419,Neutral,0.823037683963776
420,Positive,0.509082496166229
421,Neutral,0.800213992595673
422,Positive,0.976666510105133
423,Positive,0.78661447763443
424,Positive,0.80189174413681
425,Positive,0.989088296890259
426,Neutral,0.828340530395508
427,Neutral,0.868851721286774
428,Neutral,0.760679960250855
429,Neutral,0.762696385383606
430,Positive,0.977734804153442
431,Positive,0.97714102268219
432,Negative,0.577298939228058
433,Negative,0.563784658908844
434,-),Positive
435,Negative,0.482782125473022
436,Neutral,0.838219165802002
437,Neutral,0.603613615036011
438,Positive,0.779289424419403
439,Positive,0.822624683380127
440,Neutral,0.786351203918457
441,Neutral,0.774701774120331
442,Neutral,0.749382197856903
443,Neutral,0.867147564888001
444,Positive,0.671091198921204
445,Neutral,0.871377646923065
446,Neutral,0.826718270778656
447,Neutral,0.496342897415161
448,Positive,0.922825634479523
449,Positive,0.672279894351959
450,Positive,0.940279960632324
451,Neutral,0.864296555519104
452,Positive,0.396151781082153
453,Positive,0.942589461803436
454,Neutral,0.769524991512299
455,Neutral,0.65079665184021
456,Neutral,0.433989763259888
457,Neutral,0.412341743707657
458,Positive,0.929199635982513
459,Neutral,0.73784601688385
460,Positive,0.937431454658508
461,Neutral,0.616089642047882
462,Neutral,0.617538034915924
463,Neutral,0.544915497303009
464,Positive,0.579398095607758
465,Neutral,0.891323924064636
466,Neutral,0.703500926494598
467,Positive,0.814303517341614
468,Positive,0.56600421667099
469,Positive,0.912149727344513
470,Positive,0.512340128421783
471,Neutral,0.86893355846405
472,Negative,0.622133314609528
473,Positive,0.885626554489136
474,Negative,0.617949962615967
475,Positive,0.97897344827652
476,Positive,0.974686026573181
477,Negative,0.540395796298981
478,Positive,0.855687618255615
479,Neutral,0.879669368267059
480,Neutral,0.454396784305573
481,Positive,0.982632160186768
482,Neutral,0.903214871883392
483,Neutral,0.939325392246246
484,Neutral,0.840106844902039
485,Positive,0.861336529254913
486,Positive,0.675065934658051
487,Neutral,0.86763072013855
488,Neutral,0.547453343868256
489,Positive,0.51194703578949
490,Neutral,0.933767557144165
491,Positive,0.562573611736298
492,Positive,0.805378019809723
493,Positive,0.693964838981628
494,Positive,0.980486571788788
495,Positive,0.980525016784668
496,Neutral,0.707814991474152
497,Positive,0.60970264673233
498,Negative,0.680148780345917
499,Positive,0.790752768516541
500,Negative,0.521826148033142
501,Positive,0.936590254306793
502,Neutral,0.800306379795074
503,Positive,0.801755011081696
504,Negative,0.750771105289459
505,Neutral,0.632910549640656
506,Neutral,0.50408923625946
507,Neutral,0.85814106464386
508,Positive,0.816108822822571
509,Positive,0.772785544395447
510,Positive,0.945567607879639
511,Neutral,0.936664819717407
512,Neutral,0.568399548530579
513,Positive,0.908259153366089
514,Negative,0.652132272720337
515,Positive,0.985985159873962
516,Positive,0.730237245559692
517,Positive,0.863604724407196
518,Positive,0.966955304145813
519,Positive,0.98238730430603
520,Positive,0.537491023540497
521,Positive,0.817990243434906
522,Neutral,0.729709148406982
523,Neutral,0.831687927246094
524,Positive,0.862608432769775
525,Neutral,0.585724472999573
526,Positive,0.96047830581665
527,Positive,0.536363542079926
528,Positive,0.871881484985352
529,Neutral,0.882605373859406
530,Neutral,0.550802886486053
531,Positive,0.957070410251617
532,Neutral,0.524954319000244
533,Neutral,0.84367448091507
534,Negative,0.729450404644012
535,Positive,0.911235272884369
536,Positive,0.943432867527008
537,Neutral,0.546468615531921
538,Positive,0.972056984901428
539,Positive,0.829694151878357
540,Neutral,0.699418544769287
541,Positive,0.846825420856476
542,Negative,0.757614612579346
543,Neutral,0.793836295604706
544,Neutral,0.717102885246277
545,Positive,0.861046075820923
546,Positive,0.968838512897491
547,Neutral,0.545983016490936
548,Neutral,0.53789633512497
549,Positive,0.953675270080566
550,Neutral,0.522674322128296
551,Neutral,0.750655472278595
552,Positive,0.899494588375092
553,Neutral,0.813544750213623
554,Neutral,0.761662840843201
555,Neutral,0.655420303344727
556,Positive,0.789508819580078
557,Neutral,0.49777016043663
558,Neutral,0.554832696914673
559,Positive,0.68395984172821
560,Neutral,0.786222636699677
561,Positive,0.601574778556824
562,Positive,0.771027803421021
563,Neutral,0.731739282608032
564,Neutral,0.746435105800629
565,Positive,0.921184301376343
566,Neutral,0.841150999069214
567,Positive,0.977201819419861
568,Neutral,0.838280975818634
569,Neutral,0.812574565410614
570,Neutral,0.820485770702362
571,Neutral,0.899494290351868
572,Neutral,0.892438590526581
573,Neutral,0.7186439037323
574,Positive,0.61128431558609
575,Neutral,0.52913761138916
576,Neutral,0.949641942977905
577,Neutral,0.601101934909821
578,Positive,0.619389474391937
579,Positive,0.915714204311371
580,Positive,0.967871606349945
581,Neutral,0.885414481163025
582,Positive,0.87617427110672
583,Positive,0.555023789405823
584,Positive,0.736558437347412
585,Positive,0.596530079841614
586,Positive,0.612663686275482
587,Positive,0.717532098293304
588,Positive,0.801571846008301
589,Negative,0.623820662498474
590,Neutral,0.873636901378632
591,Positive,0.794725239276886
592,Positive,0.984118580818176
593,Positive,0.977394580841064
594,Neutral,0.885945618152618
595,Positive,0.671889662742615
596,Positive,0.849691987037659
597,Neutral,0.79545795917511
598,Positive,0.48306605219841
599,Positive,0.947636902332306
600,Neutral,0.928312957286835
601,Neutral,0.637909710407257
602,Neutral,0.850028216838837
603,Neutral,0.874560713768005
604,Neutral,0.727199554443359
605,Neutral,0.610486507415772
606,Neutral,0.56742650270462
607,Neutral,0.662842690944672
608,Neutral,0.742297172546387
609,Positive,0.96717894077301
610,Positive,0.904455602169037
611,Positive,0.935355007648468
612,Positive,0.976593375205994
613,Positive,0.978331565856934
614,Positive,0.831558167934418
615,Positive,0.76884388923645
616,Positive,0.920355319976807
617,Positive,0.671034693717957
618,Negative,0.50911009311676
619,Positive,0.897170305252075
620,Neutral,0.529253661632538
621,Positive,0.898287832736969
622,Positive,0.459205895662308
623,Positive,0.932547688484192
624,Neutral,0.559305608272553
625,Neutral,0.599011182785034
626,Positive,0.743204116821289
627,Neutral,0.803521990776062
628,Neutral,0.913967430591583
629,Neutral,0.654416739940643
630,Positive,0.976979851722717
631,Positive,0.962956547737122
632,Positive,0.895458161830902
633,Negative,0.623729467391968
634,Positive,0.949002802371979
635,Negative,0.519466698169708
636,Neutral,0.817104399204254
637,Positive,0.733097672462463
638,Positive,0.919435203075409
639,Positive,0.985987722873688
640,Neutral,0.880317568778992
641,Positive,0.95238983631134
642,Positive,0.727819681167603
643,Positive,0.714578449726105
644,Neutral,0.705906212329865
645,Neutral,0.684718430042267
646,Positive,0.814679324626923
647,Positive,0.761235415935516
648,Neutral,0.540823698043823
649,Neutral,0.644477665424347
650,Negative,0.595729827880859
651,Neutral,0.738478183746338
652,Positive,0.97332900762558
653,Neutral,0.838538944721222
654,Neutral,0.574866831302643
655,Negative,0.645306944847107
656,Positive,0.743651211261749
657,Positive,0.979164838790894
658,Neutral,0.826762557029724
659,Neutral,0.44006559252739
660,Positive,0.868963956832886
661,Positive,0.982666373252869
662,Positive,0.624156832695007
663,Negative,0.639579832553864
664,Positive,0.60402524471283
665,Neutral,0.868706345558167
666,Positive,0.644615709781647
667,Neutral,0.658108055591583
668,Positive,0.716687142848969
669,Neutral,0.644619405269623
670,Neutral,0.667618870735168
671,Positive,0.984677016735077
672,Positive,0.808654546737671
673,Positive,0.821213066577911
674,Negative,0.50437593460083
675,Negative,0.524271905422211
676,Positive,0.621438443660736
677,Positive,0.969059348106384
678,Neutral,0.870489895343781
679,Neutral,0.631452798843384
680,Neutral,0.591742098331451
681,Positive,0.91577559709549
682,Neutral,0.800630211830139
683,Positive,0.984591603279114
684,Positive,0.976220488548279
685,Positive,0.972023785114288
686,Positive,0.983939170837402
687,Positive,0.86950671672821
688,Positive,0.978037357330322
689,Neutral,0.836269795894623
690,Neutral,0.799868941307068
691,Positive,0.730171263217926
692,Neutral,0.614064276218414
693,Positive,0.915002524852753
694,Positive,0.987455725669861
695,Neutral,0.78138929605484
696,Positive,0.975044846534729
697,Neutral,0.652094423770905
698,Positive,0.991670370101929
699,Neutral,0.740581214427948
700,Neutral,0.599343299865723
701,Positive,0.829073667526245
702,Neutral,0.512694835662842
703,Positive,0.780345380306244
704,Positive,0.971989750862122
705,Positive,0.883953750133514
706,Neutral,0.804767906665802
707,Positive,0.567415118217468
708,Neutral,0.676620304584503
709,Positive,0.97877824306488
710,Positive,0.86259937286377
711,Positive,0.951685845851898
712,Negative,0.902599573135376
713,Positive,0.914266705513001
714,Neutral,0.650372684001923
715,Neutral,0.900287806987762
716,Neutral,0.683941245079041
717,Neutral,0.889961004257202
718,Positive,0.772736549377441
719,Neutral,0.596493601799011
720,Neutral,0.816599786281586
721,Positive,0.791054666042328
722,Positive,0.766880393028259
723,Negative,0.746562719345093
724,Positive,0.409989356994629
725,Positive,0.534826338291168
726,Negative,0.666220247745514
727,Positive,0.593977153301239
728,Neutral,0.787368357181549
729,Positive,0.92963171005249
730,Positive,0.70000946521759
731,Positive,0.781108140945435
732,Neutral,0.485251516103745
733,Positive,0.592638909816742
734,Positive,0.977914452552795
735,Neutral,0.512909650802612
736,Neutral,0.841452300548553
737,Negative,0.808436214923859
738,Neutral,0.478781819343567
739,Positive,0.933159530162811
740,Neutral,0.559146642684937
741,Positive,0.928745329380035
742,Neutral,0.518966913223267
743,Positive,0.93830806016922
744,Negative,0.649417459964752
745,Positive,0.648958623409271
746,Neutral,0.700676798820496
747,Positive,0.710210740566254
748,Positive,0.975724399089813
749,Neutral,0.704021275043488
750,Neutral,0.808874070644379
751,Positive,0.783167123794556
752,Neutral,0.814124286174774
753,Neutral,0.758009254932404
754,Positive,0.911129891872406
755,Neutral,0.575229525566101
756,Neutral,0.589986383914948
757,Neutral,0.887490272521973
758,Neutral,0.556044220924377
759,Positive,0.932622134685516
760,Negative,0.963617920875549
761,Neutral,0.484900772571564
762,Negative,0.912358105182648
763,Positive,0.979416251182556
764,Neutral,0.491252213716507
765,Positive,0.902358889579773
766,Positive,0.542778849601746
767,Positive,0.680057406425476
768,Neutral,0.700048565864563
769,Positive,0.94260174036026
770,Positive,0.682294189929962
771,Positive,0.766993641853333
772,Neutral,0.555409014225006
773,Positive,0.878926038742065
774,Neutral,0.681700885295868
775,Neutral,0.608171105384827
776,Positive,0.818109214305878
777,Positive,0.779967069625855
778,Neutral,0.578706920146942
779,Neutral,0.849772274494171
780,Neutral,0.941213190555573
781,Negative,0.848577082157135
782,Neutral,0.580702722072601
783,Neutral,0.933586895465851
784,Positive,0.884031474590302
785,Neutral,0.785445272922516
786,Neutral,0.814245402812958
787,Neutral,0.659408986568451
788,Negative,0.568297386169434
789,Positive,0.985032856464386
790,Neutral,0.830077588558197
791,Positive,0.873571932315826
792,Positive,0.980932950973511
793,Positive,0.677434325218201
794,Positive,0.853585600852966
795,Positive,0.772344350814819
796,Positive,0.697446465492249
797,Negative,0.789504408836365
798,Neutral,0.519785642623901
799,Positive,0.883699417114258
800,Positive,0.98191237449646
801,Neutral,0.811730980873108
802,Positive,0.905227243900299
803,Positive,0.897272884845734
804,Positive,0.823902785778046
805,Positive,0.950996100902557
806,Positive,0.728402614593506
807,Positive,0.567509889602661
808,Positive,0.762044310569763
809,Positive,0.779852211475372
810,Positive,0.866148829460144
811,Positive,0.85157698392868
812,Neutral,0.89484030008316
813,Neutral,0.728862464427948
814,Positive,0.667867183685303
815,Positive,0.955109477043152
816,Positive,0.956602811813355
817,Positive,0.845261454582214
818,Negative,0.672528505325317
819,Neutral,0.792841851711273
820,Neutral,0.517594456672668
821,Negative,0.719900608062744
822,Neutral,0.780983507633209
823,Neutral,0.781420648097992
824,Neutral,0.576442062854767
825,Neutral,0.946215569972992
826,Positive,0.975484967231751
827,Positive,0.724245607852936
828,Positive,0.981817662715912
829,Positive,0.850724637508392
830,Positive,0.900064766407013
831,Positive,0.6559938788414
832,Neutral,0.737926840782166
833,Positive,0.5732701420784
834,Positive,0.976893305778503
835,Neutral,0.886301159858704
836,Positive,0.499164074659348
837,Neutral,0.695970356464386
838,Neutral,0.752924561500549
839,Neutral,0.792760193347931
840,Neutral,0.904577851295471
841,Neutral,0.819773375988007
842,Positive,0.804129838943481
843,Positive,0.586734890937805
844,Neutral,0.818080067634583
845,Positive,0.66594398021698
846,Neutral,0.580933034420013
847,Neutral,0.717367470264435
848,Positive,0.885348379611969
849,Negative,0.724324345588684
850,Neutral,0.839164257049561
851,Positive,0.960600018501282
852,Positive,0.550952911376953
853,Neutral,0.669180750846863
854,Neutral,0.498615235090256
855,Positive,0.992496490478516
856,Positive,0.645599007606506
857,Positive,0.518290996551514
858,Positive,0.948006808757782
859,Positive,0.706037223339081
860,Positive,0.831627368927002
861,Neutral,0.693276882171631
862,Positive,0.96474039554596
863,Positive,0.826537787914276
864,Neutral,0.844974637031555
865,Positive,0.544621348381043
866,Positive,0.781923353672028
867,Positive,0.962952315807343
868,Neutral,0.780418694019318
869,Positive,0.575532257556915
870,Neutral,0.577424943447113
871,Positive,0.674875259399414
872,Negative,0.492510199546814
873,Neutral,0.714068591594696
874,Neutral,0.938738107681274
875,Neutral,0.579692542552948
876,Neutral,0.744530439376831
877,Neutral,0.927268028259277
878,Neutral,0.531996428966522
879,Positive,0.802650213241577
880,Neutral,0.578451633453369
881,Neutral,0.932378351688385
882,Neutral,0.550542950630188
883,Neutral,0.628415286540985
884,Positive,0.568605899810791
885,Neutral,0.862106561660767
886,Positive,0.841968357563019
887,Positive,0.829029858112335
888,Positive,0.867095172405243
889,Neutral,0.90923398733139
890,Neutral,0.521897077560425
891,Positive,0.526413500308991
892,Positive,0.827155470848084
893,Negative,0.628073394298553
894,Positive,0.683817148208618
895,Positive,0.628843128681183
896,Positive,0.54792445898056
897,Positive,0.734339654445648
898,Neutral,0.911991059780121
899,Positive,0.692499220371246
900,Positive,0.527647614479065
901,Neutral,0.927484154701233
902,Positive,0.505058586597443
903,Positive,0.67421168088913
904,Positive,0.964543104171753
905,Neutral,0.755420982837677
906,Negative,0.569747030735016
907,Positive,0.937565565109253
908,Negative,0.765280902385712
909,Neutral,0.709509134292603
910,Positive,0.964032053947449
911,Neutral,0.665210604667664
912,Neutral,0.551329851150513
913,Neutral,0.813565969467163
914,  - Jysk Black Chair - 15€ (SOLD) - Jysk White Shoerack/bench - 35€ (i use it to store office supplies) 3 blue baskets included (95cmx35cmx44cm) (SOLD) - Ikea Trotten Sit/Stand desk - 180€ (160cmx80cm) Pick up place is Pelguranna 45.,Neutral
915,Positive,0.887649655342102
916,Negative,0.544942080974579
917,Neutral,0.882748782634735
918,Positive,0.836783707141876
919,Positive,0.63884437084198
920,Positive,0.612555146217346
921,Neutral,0.475459754467011
922,Neutral,0.726487398147583
923,Positive,0.507412195205689
924,Neutral,0.466128259897232
925,Positive,0.892315566539764
926,Neutral,0.730642676353455
927,Neutral,0.745761632919312
928,Neutral,0.836590707302094
929,),Positive
930,Positive,0.949906289577484
931,Positive,0.896366655826569
932,Neutral,0.81008243560791
933,Neutral,0.522286355495453
934,Neutral,0.500350415706635
935,Negative,0.716089129447937
936,Positive,0.510980188846588
937,Neutral,0.700602352619171
938,Positive,0.764876425266266
939,Neutral,0.622860789299011
940,Positive,0.711524486541748
941,Neutral,0.508328914642334
942,Neutral,0.805612087249756
943,Neutral,0.913156092166901
944,Positive,0.539309680461884
945,Positive,0.722742974758148
946,Negative,0.90835839509964
947,Negative,0.774605214595795
948,Positive,0.49402117729187
949,Positive,0.949097871780396
950,Neutral,0.434245109558106
951,Neutral,0.667689442634583
952,Positive,0.915227591991425
953,Positive,0.974449396133423
954,Neutral,0.477538645267487
955,Positive,0.614137887954712
956,Positive,0.935906767845154
957,Positive,0.597212076187134
958,Negative,0.92981493473053
959,Positive,0.976186752319336
960,Positive,0.582894504070282
